,A_Label,B_Label,C_Label,D_Label,E_Label
48530,A,,,,
48531,A,,,,
48532,A,,,,
48533,A,,,,
48534,A,,,,
48535,A,,,,
48536,A,,,,
48537,A,,,,
48538,A,,,,
48539,A,,,,
48540,A,,,,
48541,A,,,,
48542,A,,,,
48543,A,,,,
48544,A,,,,
48545,A,,,,
48546,A,,,,
48547,A,,,,
48548,A,,,,
48549,A,,,,
48550,A,,,,
48551,A,,,,
48552,A,,,,
48553,A,,,,
48554,A,,,,
48555,A,,,,
48556,A,,,,
48557,A,,,,
48558,A,,,,
48559,A,,,,
48560,A,,,,
48561,A,,,,
48562,A,,,,
48563,A,,,,
48564,A,,,,
48565,A,,,,
48566,A,,,,
48567,A,,,,
48568,A,,,,
48569,A,,,,
48570,A,,,,
48571,A,,,,
48572,A,,,,
48573,A,,,,
48574,A,,,,
48575,A,,,,
48576,A,,,,
48577,A,,,,
48578,A,,,,
48579,A,,,,
48580,A,,,,
48581,A,,,,
48582,A,,,,
48583,A,,,,
48584,A,,,,
48585,A,,,,
48586,A,,,,
48587,A,,,,
48588,A,,,,
48589,A,,,,
48590,A,,,,
48591,A,,,,
48592,A,,,,
48593,A,,,,
48594,A,,,,
48595,A,,,,
48596,A,,,,
48597,A,,,,
48598,A,,,,
48599,A,,,,
48600,A,,,,
48601,A,,,,
48602,A,,,,
48603,A,,,,
48604,A,,,,
48605,A,,,,
48606,A,,,,
48607,A,,,,
48608,A,,,,
48609,A,,,,
48610,A,,,,
48611,A,,,,
48612,A,,,,
48613,A,,,,
48614,A,,,,
48615,A,,,,
48616,A,,,,
48617,A,,,,
48618,A,,,,
48619,A,,,,
48620,A,,,,
48621,A,,,,
48622,A,,,,
48623,A,,,,
48624,A,,,,
48625,A,,,,
48626,A,,,,
48627,A,,,,
48628,A,,,,
48629,A,,,,
48630,A,,,,
48631,A,,,,
48632,A,,,,
48633,A,,,,
48634,A,,,,
48635,A,,,,
48636,A,,,,
48637,A,,,,
48638,A,,,,
48639,A,,,,
48640,A,,,,
48641,A,,,,
48642,A,,,,
48643,A,,,,
48644,A,,,,
48645,A,,,,
48646,A,,,,
48647,A,,,,
48648,A,,,,
48649,A,,,,
48650,A,,,,
48651,A,,,,
48652,A,,,,
48653,A,,,,
48654,A,,,,
48655,A,,,,
48656,A,,,,
48657,A,,,,
48658,A,,,,
48659,A,,,,
48660,A,,,,
48661,A,,,,
48662,A,,,,
48663,A,,,,
48664,A,,,,
48665,A,,,,
48666,A,,,,
48667,A,,,,
48668,A,,,,
48669,A,,,,
48670,A,,,,
48671,A,,,,
48672,A,,,,
48673,A,,,,
48674,A,,,,
48675,A,,,,
48676,A,,,,
48677,A,,,,
48678,A,,,,
48679,A,,,,
48680,A,,,,
48681,A,,,,
48682,A,,,,
48683,A,,,,
48684,A,,,,
48685,A,,,,
48686,A,,,,
48687,A,,,,
48688,A,,,,
48689,A,,,,
48690,A,,,,
48691,A,,,,
48692,A,,,,
48693,A,,,,
48694,A,,,,
48695,A,,,,
48696,A,,,,
48697,A,,,,
48698,A,,,,
48699,A,,,,
48700,A,,,,
48701,A,,,,
48702,A,,,,
48703,A,,,,
48704,A,,,,
48705,A,,,,
48706,A,,,,
48707,A,,,,
48708,A,,,,
48709,A,,,,
48710,A,,,,
48711,A,,,,
48712,A,,,,
48713,A,,,,
48714,A,,,,
48715,A,,,,
48716,A,,,,
48717,A,,,,
48718,A,,,,
48719,A,,,,
48720,A,,,,
48721,A,,,,
48722,A,,,,
48723,A,,,,
48724,A,,,,
48725,A,,,,
48726,A,,,,
48727,A,,,,
48728,A,,,,
48729,A,,,,
48730,A,,,,
48731,A,,,,
48732,A,,,,
48733,A,,,,
48734,A,,,,
48735,A,,,,
48736,A,,,,
48737,A,,,,
48738,A,,,,
48739,A,,,,
48740,A,,,,
48741,A,,,,
48742,A,,,,
48743,A,,,,
48744,A,,,,
48745,A,,,,
48746,A,,,,
48747,A,,,,
48748,A,,,,
48749,A,,,,
48750,A,,,,
48751,A,,,,
48752,A,,,,
48753,A,,,,
48754,A,,,,
48755,A,,,,
48756,A,,,,
48757,A,,,,
48758,A,,,,
48759,A,,,,
48760,A,,,,
48761,A,,,,
48762,A,,,,
48763,A,,,,
48764,A,,,,
48765,A,,,,
48766,A,,,,
48767,A,,,,
48768,A,,,,
48769,A,,,,
48770,A,,,,
48771,A,,,,
48772,A,,,,
48773,A,,,,
48774,A,,,,
48775,A,,,,
48776,A,,,,
48777,A,,,,
48778,A,,,,
48779,A,,,,
48780,A,,,,
48781,A,,,,
48782,A,,,,
48783,A,,,,
48784,A,,,,
48785,A,,,,
48786,A,,,,
48787,A,,,,
48788,A,,,,
48789,A,,,,
48790,A,,,,
48791,A,,,,
48792,A,,,,
48793,A,,,,
48794,A,,,,
48795,A,,,,
48796,A,,,,
48797,A,,,,
48798,A,,,,
48799,A,,,,
48800,A,,,,
48801,A,,,,
48802,A,,,,
48803,A,,,,
48804,A,,,,
48805,A,,,,
48806,A,,,,
48807,A,,,,
48808,A,,,,
48809,A,,,,
48810,A,,,,
48811,A,,,,
48812,A,,,,
48813,A,,,,
48814,A,,,,
48815,A,,,,
48816,A,,,,
48817,A,,,,
48818,A,,,,
48819,A,,,,
48820,A,,,,
48821,A,,,,
48822,A,,,,
48823,A,,,,
48824,A,,,,
48825,A,,,,
48826,A,,,,
48827,A,,,,
48828,A,,,,
48829,A,,,,
48830,A,,,,
48831,A,,,,
48832,A,,,,
48833,A,,,,
48834,A,,,,
48835,A,,,,
48836,A,,,,
48837,A,,,,
48838,A,,,,
48839,A,,,,
48840,A,,,,
48841,A,,,,
48842,A,,,,
48843,A,,,,
48844,A,,,,
48845,A,,,,
48846,A,,,,
48847,A,,,,
48848,A,,,,
48849,A,,,,
48850,A,,,,
48851,A,,,,
48852,A,,,,
48853,A,,,,
48854,A,,,,
48855,A,,,,
48856,A,,,,
48857,A,,,,
48858,A,,,,
48859,A,,,,
48860,A,,,,
48861,A,,,,
48862,A,,,,
48863,A,,,,
48864,A,,,,
48865,A,,,,
48866,A,,,,
48867,A,,,,
48868,A,,,,
48869,A,,,,
48870,A,,,,
48871,A,,,,
48872,A,,,,
48873,A,,,,
48874,A,,,,
48875,A,,,,
48876,A,,,,
48877,A,,,,
48878,A,,,,
48879,A,,,,
48880,A,,,,
48881,A,,,,
48882,A,,,,
48883,A,,,,
48884,A,,,,
48885,A,,,,
48886,A,,,,
48887,A,,,,
48888,A,,,,
48889,A,,,,
48890,A,,,,
48891,A,,,,
48892,A,,,,
48893,A,,,,
48894,A,,,,
48895,A,,,,
48896,A,,,,
48897,A,,,,
48898,A,,,,
48899,A,,,,
48900,A,,,,
48901,A,,,,
48902,A,,,,
48903,A,,,,
48904,A,,,,
48905,A,,,,
48906,A,,,,
48907,A,,,,
48908,A,,,,
48909,A,,,,
48910,A,,,,
48911,A,,,,
48912,A,,,,
48913,A,,,,
48914,A,,,,
48915,A,,,,
48916,A,,,,
48917,A,,,,
48918,A,,,,
48919,A,,,,
48920,A,,,,
48921,A,,,,
48922,A,,,,
48923,A,,,,
48924,A,,,,
48925,A,,,,
48926,A,,,,
48927,A,,,,
48928,A,,,,
48929,A,,,,
48930,A,,,,
48931,A,,,,
48932,A,,,,
48933,A,,,,
48934,A,,,,
48935,A,,,,
48936,A,,,,
48937,A,,,,
48938,A,,,,
48939,A,,,,
48940,A,,,,
48941,A,,,,
48942,A,,,,
48943,A,,,,
48944,A,,,,
48945,A,,,,
48946,A,,,,
48947,A,,,,
48948,A,,,,
48949,A,,,,
48950,A,,,,
48951,A,,,,
48952,A,,,,
48953,A,,,,
48954,A,,,,
48955,A,,,,
48956,A,,,,
48957,A,,,,
48958,A,,,,
48959,A,,,,
48960,A,,,,
48961,A,,,,
48962,A,,,,
48963,A,,,,
48964,A,,,,
48965,A,,,,
48966,A,,,,
48967,A,,,,
48968,A,,,,
48969,A,,,,
48970,A,,,,
48971,A,,,,
48972,A,,,,
48973,A,,,,
48974,A,,,,
48975,A,,,,
48976,A,,,,
48977,A,,,,
48978,A,,,,
48979,A,,,,
48980,A,,,,
48981,A,,,,
48982,A,,,,
48983,A,,,,
48984,A,,,,
48985,A,,,,
48986,A,,,,
48987,A,,,,
48988,A,,,,
48989,A,,,,
48990,A,,,,
48991,A,,,,
48992,A,,,,
48993,A,,,,
48994,A,,,,
48995,A,,,,
48996,A,,,,
48997,A,,,,
48998,A,,,,
48999,A,,,,
49000,A,,,,
49001,A,,,,
49002,A,,,,
49003,A,,,,
49004,A,,,,
49005,A,,,,
49006,A,,,,
49007,A,,,,
49008,A,,,,
49009,A,,,,
49010,A,,,,
49011,A,,,,
49012,A,,,,
49013,A,,,,
49014,A,,,,
49015,A,,,,
49016,A,,,,
49017,A,,,,
49018,A,,,,
49019,A,,,,
49020,A,,,,
49021,A,,,,
49022,A,,,,
49023,A,,,,
49024,A,,,,
49025,A,,,,
49026,A,,,,
49027,A,,,,
49028,A,,,,
49029,A,,,,
49030,A,,,,
49031,A,,,,
49032,A,,,,
49033,A,,,,
49034,A,,,,
49035,A,,,,
49036,A,,,,
49037,A,,,,
49038,A,,,,
49039,A,,,,
49040,A,,,,
49041,A,,,,
49042,A,,,,
49043,A,,,,
49044,A,,,,
49045,A,,,,
49046,A,,,,
49047,A,,,,
49048,A,,,,
49049,A,,,,
49050,A,,,,
49051,A,,,,
49052,A,,,,
49053,A,,,,
49054,A,,,,
49055,A,,,,
49056,A,,,,
49057,A,,,,
49058,A,,,,
49059,A,,,,
49060,A,,,,
49061,A,,,,
49062,A,,,,
49063,A,,,,
49064,A,,,,
49065,A,,,,
49066,A,,,,
49067,A,,,,
49068,A,,,,
49069,A,,,,
49070,A,,,,
49071,A,,,,
49072,A,,,,
49073,A,,,,
49074,A,,,,
49075,A,,,,
49076,A,,,,
49077,A,,,,
49078,A,,,,
49079,A,,,,
49080,A,,,,
49081,A,,,,
49082,A,,,,
49083,A,,,,
49084,A,,,,
49085,A,,,,
49086,A,,,,
49087,A,,,,
49088,A,,,,
49089,A,,,,
49090,A,,,,
49091,A,,,,
49092,A,,,,
49093,A,,,,
49094,A,,,,
49095,A,,,,
49096,A,,,,
49097,A,,,,
49098,A,,,,
49099,A,,,,
49100,A,,,,
49101,A,,,,
49102,A,,,,
49103,A,,,,
49104,A,,,,
49105,A,,,,
49106,A,,,,
49107,A,,,,
49108,A,,,,
49109,A,,,,
49110,A,,,,
49111,A,,,,
49112,A,,,,
49113,A,,,,
49114,A,,,,
49115,A,,,,
49116,A,,,,
49117,A,,,,
49118,A,,,,
49119,A,,,,
49120,A,,,,
49121,A,,,,
49122,A,,,,
49123,A,,,,
49124,A,,,,
49125,A,,,,
49126,A,,,,
49127,A,,,,
49128,A,,,,
49129,A,,,,
49130,A,,,,
49131,A,,,,
49132,A,,,,
49133,A,,,,
49134,A,,,,
49135,A,,,,
49136,A,,,,
49137,A,,,,
49138,A,,,,
49139,A,,,,
49140,A,,,,
49141,A,,,,
49142,A,,,,
49143,A,,,,
49144,A,,,,
49145,A,,,,
49146,A,,,,
49147,A,,,,
49148,A,,,,
49149,A,,,,
49150,A,,,,
49151,A,,,,
49152,A,,,,
49153,A,,,,
49154,A,,,,
49155,A,,,,
49156,A,,,,
49157,A,,,,
49158,A,,,,
49159,A,,,,
49160,A,,,,
49161,A,,,,
49162,A,,,,
49163,A,,,,
49164,A,,,,
49165,A,,,,
49166,A,,,,
49167,A,,,,
49168,A,,,,
49169,A,,,,
49170,A,,,,
49171,A,,,,
49172,A,,,,
49173,A,,,,
49174,A,,,,
49175,A,,,,
49176,A,,,,
49177,A,,,,
49178,A,,,,
49179,A,,,,
49180,A,,,,
49181,A,,,,
49182,A,,,,
49183,A,,,,
49184,A,,,,
49185,A,,,,
49186,A,,,,
49187,A,,,,
49188,A,,,,
49189,A,,,,
49190,A,,,,
49191,A,,,,
49192,A,,,,
49193,A,,,,
49194,A,,,,
49195,A,,,,
49196,A,,,,
49197,A,,,,
49198,A,,,,
49199,A,,,,
49200,A,,,,
49201,A,,,,
49202,A,,,,
49203,A,,,,
49204,A,,,,
49205,A,,,,
49206,A,,,,
49207,A,,,,
49208,A,,,,
49209,A,,,,
49210,A,,,,
49211,A,,,,
49212,A,,,,
49213,A,,,,
49214,A,,,,
49215,A,,,,
49216,A,,,,
49217,A,,,,
49218,A,,,,
49219,A,,,,
49220,A,,,,
49221,A,,,,
49222,A,,,,
49223,A,,,,
49224,A,,,,
49225,A,,,,
49226,A,,,,
49227,A,,,,
49228,A,,,,
49229,A,,,,
49230,A,,,,
49231,A,,,,
49232,A,,,,
49233,A,,,,
49234,A,,,,
49235,A,,,,
49236,A,,,,
49237,A,,,,
49238,A,,,,
49239,A,,,,
49240,A,,,,
49241,A,,,,
49242,A,,,,
49243,A,,,,
49244,A,,,,
49245,A,,,,
49246,A,,,,
49247,A,,,,
49248,A,,,,
49249,A,,,,
49250,A,,,,
49251,A,,,,
49252,A,,,,
49253,A,,,,
49254,A,,,,
49255,A,,,,
49256,A,,,,
49257,A,,,,
49258,A,,,,
49259,A,,,,
49260,A,,,,
49261,A,,,,
49262,A,,,,
49263,A,,,,
49264,A,,,,
49265,A,,,,
49266,A,,,,
49267,A,,,,
49268,A,,,,
49269,A,,,,
49270,A,,,,
49271,A,,,,
49272,A,,,,
49273,A,,,,
49274,A,,,,
49275,A,,,,
49276,A,,,,
49277,A,,,,
49278,A,,,,
49279,A,,,,
49280,A,,,,
49281,A,,,,
49282,A,,,,
49283,A,,,,
49284,A,,,,
49285,A,,,,
49286,A,,,,
49287,A,,,,
49288,A,,,,
49289,A,,,,
49290,A,,,,
49291,A,,,,
49292,A,,,,
49293,A,,,,
49294,A,,,,
49295,A,,,,
49296,A,,,,
49297,A,,,,
49298,A,,,,
49299,A,,,,
49300,A,,,,
49301,A,,,,
49302,A,,,,
49303,A,,,,
49304,A,,,,
49305,A,,,,
49306,A,,,,
49307,A,,,,
49308,A,,,,
49309,A,,,,
49310,A,,,,
49311,A,,,,
49312,A,,,,
49313,A,,,,
49314,A,,,,
49315,A,,,,
49316,A,,,,
49317,A,,,,
49318,A,,,,
49319,A,,,,
49320,A,,,,
49321,A,,,,
49322,A,,,,
49323,A,,,,
49324,A,,,,
49325,A,,,,
49326,A,,,,
49327,A,,,,
49328,A,,,,
49329,A,,,,
49330,A,,,,
49331,A,,,,
49332,A,,,,
49333,A,,,,
49334,A,,,,
49335,A,,,,
49336,A,,,,
49337,A,,,,
49338,A,,,,
49339,A,,,,
49340,A,,,,
49341,A,,,,
49342,A,,,,
49343,A,,,,
49344,A,,,,
49345,A,,,,
49346,A,,,,
49347,A,,,,
49348,A,,,,
49349,A,,,,
49350,A,,,,
49351,A,,,,
49352,A,,,,
49353,A,,,,
49354,A,,,,
49355,A,,,,
49356,A,,,,
49357,A,,,,
49358,A,,,,
49359,A,,,,
49360,A,,,,
49361,A,,,,
49362,A,,,,
49363,A,,,,
49364,A,,,,
49365,A,,,,
49366,A,,,,
49367,A,,,,
49368,A,,,,
49369,A,,,,
49370,A,,,,
49371,A,,,,
49372,A,,,,
49373,A,,,,
49374,A,,,,
49375,A,,,,
49376,A,,,,
49377,A,,,,
49378,A,,,,
49379,A,,,,
49380,A,,,,
49381,A,,,,
49382,A,,,,
49383,A,,,,
49384,A,,,,
49385,A,,,,
49386,A,,,,
49387,A,,,,
49388,A,,,,
49389,A,,,,
49390,A,,,,
49391,A,,,,
49392,A,,,,
49393,A,,,,
49394,A,,,,
49395,A,,,,
49396,A,,,,
49397,A,,,,
49398,A,,,,
49399,A,,,,
49400,A,,,,
49401,A,,,,
49402,A,,,,
49403,A,,,,
49404,A,,,,
49405,A,,,,
49406,A,,,,
49407,A,,,,
49408,A,,,,
49409,A,,,,
49410,A,,,,
49411,A,,,,
49412,A,,,,
49413,A,,,,
49414,A,,,,
49415,A,,,,
49416,A,,,,
49417,A,,,,
49418,A,,,,
49419,A,,,,
49420,A,,,,
49421,A,,,,
49422,A,,,,
49423,A,,,,
49424,A,,,,
49425,A,,,,
49426,A,,,,
49427,A,,,,
49428,A,,,,
49429,A,,,,
49430,A,,,,
49431,A,,,,
49432,A,,,,
49433,A,,,,
49434,A,,,,
49435,A,,,,
49436,A,,,,
49437,A,,,,
49438,A,,,,
49439,A,,,,
49440,A,,,,
49441,A,,,,
49442,A,,,,
49443,A,,,,
49444,A,,,,
49445,A,,,,
49446,A,,,,
49447,A,,,,
49448,A,,,,
49449,A,,,,
49450,A,,,,
49451,A,,,,
49452,A,,,,
49453,A,,,,
49454,A,,,,
49455,A,,,,
49456,A,,,,
49457,A,,,,
49458,A,,,,
49459,A,,,,
49460,A,,,,
49461,A,,,,
49462,A,,,,
49463,A,,,,
49464,A,,,,
49465,A,,,,
49466,A,,,,
49467,A,,,,
49468,A,,,,
49469,A,,,,
49470,A,,,,
49471,A,,,,
49472,A,,,,
49473,A,,,,
49474,A,,,,
49475,A,,,,
49476,A,,,,
49477,A,,,,
49478,A,,,,
49479,A,,,,
49480,A,,,,
49481,A,,,,
49482,A,,,,
49483,A,,,,
49484,A,,,,
49485,A,,,,
49486,A,,,,
49487,A,,,,
49488,A,,,,
49489,A,,,,
49490,A,,,,
49491,A,,,,
49492,A,,,,
49493,A,,,,
49494,A,,,,
49495,A,,,,
49496,A,,,,
49497,A,,,,
49498,A,,,,
49499,A,,,,
49500,A,,,,
49501,A,,,,
49502,A,,,,
49503,A,,,,
49504,A,,,,
49505,A,,,,
49506,A,,,,
49507,A,,,,
49508,A,,,,
49509,A,,,,
49510,A,,,,
49511,A,,,,
49512,A,,,,
49513,A,,,,
49514,A,,,,
49515,A,,,,
49516,A,,,,
49517,A,,,,
49518,A,,,,
49519,A,,,,
49520,A,,,,
49521,A,,,,
49522,A,,,,
49523,A,,,,
49524,A,,,,
49525,A,,,,
49526,A,,,,
49527,A,,,,
49528,A,,,,
49529,A,,,,
49530,A,,,,
49531,A,,,,
49532,A,,,,
49533,A,,,,
49534,A,,,,
49535,A,,,,
49536,A,,,,
49537,A,,,,
49538,A,,,,
49539,A,,,,
49540,A,,,,
49541,A,,,,
49542,A,,,,
49543,A,,,,
49544,A,,,,
49545,A,,,,
49546,A,,,,
49547,A,,,,
49548,A,,,,
49549,A,,,,
49550,A,,,,
49551,A,,,,
49552,A,,,,
49553,A,,,,
49554,A,,,,
49555,A,,,,
49556,A,,,,
49557,A,,,,
49558,A,,,,
49559,A,,,,
49560,A,,,,
49561,A,,,,
49562,A,,,,
49563,A,,,,
49564,A,,,,
49565,A,,,,
49566,A,,,,
49567,A,,,,
49568,A,,,,
49569,A,,,,
49570,A,,,,
49571,A,,,,
49572,A,,,,
49573,A,,,,
49574,A,,,,
49575,A,,,,
49576,A,,,,
49577,A,,,,
49578,A,,,,
49579,A,,,,
49580,A,,,,
49581,A,,,,
49582,A,,,,
49583,A,,,,
49584,A,,,,
49585,A,,,,
49586,A,,,,
49587,A,,,,
49588,A,,,,
49589,A,,,,
49590,A,,,,
49591,A,,,,
49592,A,,,,
49593,A,,,,
49594,A,,,,
49595,A,,,,
49596,A,,,,
49597,A,,,,
49598,A,,,,
49599,A,,,,
49600,A,,,,
49601,A,,,,
49602,A,,,,
49603,A,,,,
49604,A,,,,
49605,A,,,,
49606,A,,,,
49607,A,,,,
49608,A,,,,
49609,A,,,,
49610,A,,,,
49611,A,,,,
49612,A,,,,
49613,A,,,,
49614,A,,,,
49615,A,,,,
49616,A,,,,
49617,A,,,,
49618,A,,,,
49619,A,,,,
49620,A,,,,
49621,A,,,,
49622,A,,,,
49623,A,,,,
49624,A,,,,
49625,A,,,,
49626,A,,,,
49627,A,,,,
49628,A,,,,
49629,A,,,,
49630,A,,,,
49631,A,,,,
49632,A,,,,
49633,A,,,,
49634,A,,,,
49635,A,,,,
49636,A,,,,
49637,A,,,,
49638,A,,,,
49639,A,,,,
49640,A,,,,
49641,A,,,,
49642,A,,,,
49643,A,,,,
49644,A,,,,
49645,A,,,,
49646,A,,,,
49647,A,,,,
49648,A,,,,
49649,A,,,,
49650,A,,,,
49651,A,,,,
49652,A,,,,
49653,A,,,,
49654,A,,,,
49655,A,,,,
49656,A,,,,
49657,A,,,,
49658,A,,,,
49659,A,,,,
49660,A,,,,
49661,A,,,,
49662,A,,,,
49663,A,,,,
49664,A,,,,
49665,A,,,,
49666,A,,,,
49667,A,,,,
49668,A,,,,
49669,A,,,,
49670,A,,,,
49671,A,,,,
49672,A,,,,
49673,A,,,,
49674,A,,,,
49675,A,,,,
49676,A,,,,
49677,A,,,,
49678,A,,,,
49679,A,,,,
49680,A,,,,
49681,A,,,,
49682,A,,,,
49683,A,,,,
49684,A,,,,
49685,A,,,,
49686,A,,,,
49687,A,,,,
49688,A,,,,
49689,A,,,,
49690,A,,,,
49691,A,,,,
49692,A,,,,
49693,A,,,,
49694,A,,,,
49695,A,,,,
49696,A,,,,
49697,A,,,,
49698,A,,,,
49699,A,,,,
49700,A,,,,
49701,A,,,,
49702,A,,,,
49703,A,,,,
49704,A,,,,
49705,A,,,,
49706,A,,,,
49707,A,,,,
49708,A,,,,
49709,A,,,,
49710,A,,,,
49711,A,,,,
49712,A,,,,
49713,A,,,,
49714,A,,,,
49715,A,,,,
49716,A,,,,
49717,A,,,,
49718,A,,,,
49719,A,,,,
49720,A,,,,
49721,A,,,,
49722,A,,,,
49723,A,,,,
49724,A,,,,
49725,A,,,,
49726,A,,,,
49727,A,,,,
49728,A,,,,
49729,A,,,,
49730,A,,,,
49731,A,,,,
49732,A,,,,
49733,A,,,,
49734,A,,,,
49735,A,,,,
49736,A,,,,
49737,A,,,,
49738,A,,,,
49739,A,,,,
49740,A,,,,
49741,A,,,,
49742,A,,,,
49743,A,,,,
49744,A,,,,
49745,A,,,,
49746,A,,,,
49747,A,,,,
49748,A,,,,
49749,A,,,,
49750,A,,,,
49751,A,,,,
49752,A,,,,
49753,A,,,,
49754,A,,,,
49755,A,,,,
49756,A,,,,
49757,A,,,,
49758,A,,,,
49759,A,,,,
49760,A,,,,
49761,A,,,,
49762,A,,,,
49763,A,,,,
49764,A,,,,
49765,A,,,,
49766,A,,,,
49767,A,,,,
49768,A,,,,
49769,A,,,,
49770,A,,,,
49771,A,,,,
49772,A,,,,
49773,A,,,,
49774,A,,,,
49775,A,,,,
49776,A,,,,
49777,A,,,,
49778,A,,,,
49779,A,,,,
49780,A,,,,
49781,A,,,,
49782,A,,,,
49783,A,,,,
49784,A,,,,
49785,A,,,,
49786,A,,,,
49787,A,,,,
49788,A,,,,
49789,A,,,,
49790,A,,,,
49791,A,,,,
49792,A,,,,
49793,A,,,,
49794,A,,,,
49795,A,,,,
49796,A,,,,
49797,A,,,,
49798,A,,,,
49799,A,,,,
49800,A,,,,
49801,A,,,,
49802,A,,,,
49803,A,,,,
49804,A,,,,
49805,A,,,,
49806,A,,,,
49807,A,,,,
49808,A,,,,
49809,A,,,,
49810,A,,,,
49811,A,,,,
49812,A,,,,
49813,A,,,,
49814,A,,,,
49815,A,,,,
49816,A,,,,
49817,A,,,,
49818,A,,,,
49819,A,,,,
49820,A,,,,
49821,A,,,,
49822,A,,,,
49823,A,,,,
49824,A,,,,
49825,A,,,,
49826,A,,,,
49827,A,,,,
49828,A,,,,
49829,A,,,,
49830,A,,,,
49831,A,,,,
49832,A,,,,
49833,A,,,,
49834,A,,,,
49835,A,,,,
49836,A,,,,
49837,A,,,,
49838,A,,,,
49839,A,,,,
49840,A,,,,
49841,A,,,,
49842,A,,,,
49843,A,,,,
49844,A,,,,
49845,A,,,,
49846,A,,,,
49847,A,,,,
49848,A,,,,
49849,A,,,,
49850,A,,,,
49851,A,,,,
49852,A,,,,
49853,A,,,,
49854,A,,,,
49855,A,,,,
49856,A,,,,
49857,A,,,,
49858,A,,,,
49859,A,,,,
49860,A,,,,
49861,A,,,,
49862,A,,,,
49863,A,,,,
49864,A,,,,
49865,A,,,,
49866,A,,,,
49867,A,,,,
49868,A,,,,
49869,A,,,,
49870,A,,,,
49871,A,,,,
49872,A,,,,
49873,A,,,,
49874,A,,,,
49875,A,,,,
49876,A,,,,
49877,A,,,,
49878,A,,,,
49879,A,,,,
49880,A,,,,
49881,A,,,,
49882,A,,,,
49883,A,,,,
49884,A,,,,
49885,A,,,,
49886,A,,,,
49887,A,,,,
49888,A,,,,
49889,A,,,,
49890,A,,,,
49891,A,,,,
49892,A,,,,
49893,A,,,,
49894,A,,,,
49895,A,,,,
49896,A,,,,
49897,A,,,,
49898,A,,,,
49899,A,,,,
49900,A,,,,
49901,A,,,,
49902,A,,,,
49903,A,,,,
49904,A,,,,
49905,A,,,,
49906,A,,,,
49907,A,,,,
49908,A,,,,
49909,A,,,,
49910,A,,,,
49911,A,,,,
49912,A,,,,
49913,A,,,,
49914,A,,,,
49915,A,,,,
49916,A,,,,
49917,A,,,,
49918,A,,,,
49919,A,,,,
49920,A,,,,
49921,A,,,,
49922,A,,,,
49923,A,,,,
49924,A,,,,
49925,A,,,,
49926,A,,,,
49927,A,,,,
49928,A,,,,
49929,A,,,,
49930,A,,,,
49931,A,,,,
49932,A,,,,
49933,A,,,,
49934,A,,,,
49935,A,,,,
49936,A,,,,
49937,A,,,,
49938,A,,,,
49939,A,,,,
49940,A,,,,
49941,A,,,,
49942,A,,,,
49943,A,,,,
49944,A,,,,
49945,A,,,,
49946,A,,,,
49947,A,,,,
49948,A,,,,
49949,A,,,,
49950,A,,,,
49951,A,,,,
49952,A,,,,
49953,A,,,,
49954,A,,,,
49955,A,,,,
49956,A,,,,
49957,A,,,,
49958,A,,,,
49959,A,,,,
49960,A,,,,
49961,A,,,,
49962,A,,,,
49963,A,,,,
49964,A,,,,
49965,A,,,,
49966,A,,,,
49967,A,,,,
49968,A,,,,
49969,A,,,,
49970,A,,,,
49971,A,,,,
49972,A,,,,
49973,A,,,,
49974,A,,,,
49975,A,,,,
49976,A,,,,
49977,A,,,,
49978,A,,,,
49979,A,,,,
49980,A,,,,
49981,A,,,,
49982,A,,,,
49983,A,,,,
49984,A,,,,
49985,A,,,,
49986,A,,,,
49987,A,,,,
49988,A,,,,
49989,A,,,,
49990,A,,,,
49991,A,,,,
49992,A,,,,
49993,A,,,,
49994,A,,,,
49995,A,,,,
49996,A,,,,
49997,A,,,,
49998,A,,,,
49999,A,,,,
50000,A,,,,
50001,A,,,,
50002,A,,,,
50003,A,,,,
50004,A,,,,
50005,A,,,,
50006,A,,,,
50007,A,,,,
50008,A,,,,
50009,A,,,,
50010,A,,,,
50011,A,,,,
50012,A,,,,
50013,A,,,,
50014,A,,,,
50015,A,,,,
50016,A,,,,
50017,A,,,,
50018,A,,,,
50019,A,,,,
50020,A,,,,
50021,A,,,,
50022,A,,,,
50023,A,,,,
50024,A,,,,
50025,A,,,,
50026,A,,,,
50027,A,,,,
50028,A,,,,
50029,A,,,,
50030,A,,,,
50031,A,,,,
50032,A,,,,
50033,A,,,,
50034,A,,,,
50035,A,,,,
50036,A,,,,
50037,A,,,,
50038,A,,,,
50039,A,,,,
50040,A,,,,
50041,A,,,,
50042,A,,,,
50043,A,,,,
50044,A,,,,
50045,A,,,,
50046,A,,,,
50047,A,,,,
50048,A,,,,
50049,A,,,,
50050,A,,,,
50051,A,,,,
50052,A,,,,
50053,A,,,,
50054,A,,,,
50055,A,,,,
50056,A,,,,
50057,A,,,,
50058,A,,,,
50059,A,,,,
50060,A,,,,
50061,A,,,,
50062,A,,,,
50063,A,,,,
50064,A,,,,
50065,A,,,,
50066,A,,,,
50067,A,,,,
50068,A,,,,
50069,A,,,,
50070,A,,,,
50071,A,,,,
50072,A,,,,
50073,A,,,,
50074,A,,,,
50075,A,,,,
50076,A,,,,
50077,A,,,,
50078,A,,,,
50079,A,,,,
50080,A,,,,
50081,A,,,,
